name_1,name_2,street_1,street_2,city,zip,phone,website,latitude,longitude,flag_saf,flag_mhf,flag_mc,flag_md,flag_np_ss,flag_pi,flag_gl,flag_vet,flag_pw,flag_hv,flag_dv,flag_chld,flag_yad,flag_adlt,flag_snr,flag_si,filter_military,filter_inpatient_svc,filter_residential_pgm
Graham/Windham Servs Families Children,Manhattan Mental Health Center,274 West 145th Street,Floor 2,New York,10039,212-368-4100 x7120,http://graham-windham.org,40.822637,-73.941405,,1,,1,1,1,,,,,,1,1,,,,1,,
New York City Childrens Center,Inpatient,7403 Commonwealth Boulevard,,Bellerose,11426,718-264-4500,http://www.omh.ny.gov/omhweb/facilities/nyccc/,40.7453715,-73.7259795,,,1,1,,1,,,,,,1,1,,,,,1,
Harlem Bay Network PROS,,116 East 124th Street,,New York,10035,212-876-6083,http://www.mha-nyc.org,40.803977,-73.938796,,,1,1,1,,1,,,,1,,,1,1,,,,
SBH Behavioral Health,,260 East 188th Street,Floors 2 and 4,Bronx,10458,718-960-3348,,40.8606814,-73.8959265,,,1,1,,1,,,,,,1,1,1,1,1,,,
New York City Childrens Center,Bronx Acute Day Treatment Prog (ADH),595 Gerard Avenue,,Bronx,10451,718-692-2543,http://www.omh.ny.gov,40.82028,-73.928855,,,1,,,1,,,,,,1,,,,1,,,
Staten Island Mental Health Society,Inc Day Treatment Program South Shore,"6581 Hylan Boulevard, Building 12",PS 25,Staten Island,10309,718-984-4589x555,http://SIMHS.org,40.5103092,-74.2197684,,,1,1,,1,1,,,,,1,1,,,1,,,
Woodhull Medical Center,Division of Substance Abuse,760 Broadway,,Brooklyn,11206,718-963-5910,,40.699474,-73.942794,1,,,1,,1,,,,1,,,1,1,,1,,1,
ICL,PROS,2384 Atlantic Avenue,,Brooklyn,11233,718-272-6074x20430,http://iclinc.net,40.6756464,-73.9059717,,,1,1,,,1,,,,,,1,1,1,,,,
Samaritan Daytop Village Inc OP,,55 West 125th Street,10th Floor,New York,10027,212-864-4182,http://www.samaritanvillage.org,40.8074933,-73.9441504,1,,,1,,1,,,,,1,1,1,1,,,,,
New York Harbor Healthcare System,Brooklyn Campus SATP,800 Poly Place,,Brooklyn,11209,718- 836-6600,,40.609875,-74.027264,,,,,,1,,1,,1,1,,1,1,1,1,1,1,
Elmhurst Hospital Center,Opiate Dependency Treatment Services,7901 Broadway,Annex O 2nd Floor Elmhurst Hospital,Elmhurst,11373,718-334-3190,,40.743913,-73.884905,1,,1,1,,1,,,1,1,1,,1,1,,1,,,
Neighborhood Coalition for Shelter Inc,Chance for Change Outpatient Services,921-923 Madison Avenue,Basement,New York,10021,917-677-0722,http://www.ncsinc.org,40.7727837,-73.9645543,,,,1,,,,,,,,,1,1,,,,,
Kingsboro Psychiatric Center,Canarsie Mental Health Clinic,9801 Foster Avenue,,Brooklyn,11236,718-257-7780,,40.649208,-73.90483,,,1,1,,1,1,1,,1,,,1,1,1,,1,,
Interfaith Medical Center,MMTP,882 Bergen Street,,Brooklyn,11238,718-613-7511,http://www.interfaithmedical.org,40.6772564888081,-73.958128446166,1,1,1,1,1,1,,,,,,,1,1,1,,,,
AIDS Center of Queens County Inc,ACQC,161-21 Jamaica Avenue,6th and 7th Floors,Jamaica,11432,718-896-2500,http://www.acqc.org/,40.704219,-73.797974,,,1,1,,1,1,,,1,,,1,1,1,1,,,
Hands Across Long Island,Jamaica PROS,163-18 Jamaica Avenue,Suite 601,Jamaica,11432,718-206-0888,http://www.hali88.org,40.704787,-73.796335,,,,1,,1,1,,,1,,,1,1,1,,,,
Spanish Spk Elderly Council/RAICES Inc,Raices Casa Bienestar,460 Atlantic Avenue,1st Floor,Brooklyn,11217,718-222-1518-213,http://www.Raices.us,40.6860743,-73.9831035,,,1,1,,,,,,,,,1,1,1,,,,
VA NY Harbor Healthcare System,Manhattan Campus,423 East 23rd Street,,New York,10010,212-686-7500,http://www.nyharbor.va.gov/,40.736317,-73.977115,,,,,,1,1,1,,1,,,1,1,1,,1,1,
Bridge Back to Life Center Inc,,1688 Victory Boulevard,,Staten Island,10314,718-447-5700,http://www.bridgebacktolife.com,40.6132302955284,-74.1200927219545,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,
Bridge Back to Life Center Inc,,175 Remsen Street,10th Floor Suite 1010,Brooklyn,11201,718-852-5552,http://www.bridgebacktolife.com,40.693404,-73.991547,1,,1,1,1,1,1,1,,1,1,,1,1,1,,1,,
Bridge Back to Life Center Inc,,3044 Coney Island Avenue,3rd Floor,Brooklyn,11235,718-265-4200-113,http://www.bridgebacktolife.com,40.582129,-73.96032,1,,1,1,1,1,,,,,,,1,1,1,1,,,
Columbia University/NYSPI,Div of Child/Adolescent Psychiatry,40 Haven Avenue,"Kolb 2nd Floor, Unit 263",New York,10032,646-774-5805,http://columbiapsychiatry.org/disorders/child-and-adolescent,40.8428569,-73.9432191,,,1,1,,,1,,,,,1,1,,,,,1,
Asian American Mental Health,Asian Community Alcoholism Counseling,39-01 Main Street,Suite 508,Flushing,11354,718-445-0111,,40.7601394,-73.8300509,,,,,,1,,,,,,1,1,1,1,1,,,
First Steps to Recovery Inc,Outpatient Chemical Dependency Clinic,2990 Brighton 12th Street,Suite 1-F,Brooklyn,11235,212-397-3711,http://www.firststepstorecovery.com,40.580162,-73.956775,1,,,1,,1,,,,,,,1,1,,,,,
Episcopal Health Services Inc,Saint Johns Episcopal Hosp Day Trt Prg,19-08 Brookhaven Avenue,Saint Johns Community Mental Health,Far Rockaway,11691,718-869-8400,,40.59931,-73.752784,,1,1,1,,,,,,,,,1,1,1,,,,
New York Presbyterian Hospital,School Based Clinic PS 152,93 Nagle Avenue,,New York,10040,212-567-5456,http://www.nyp.org,40.860391,-73.927968,,,1,1,,1,,,,1,,1,,,,1,,,
Argus Community Inc,Harbor House II MICA,760 East 160th Street,,Bronx,10456,718-401-5700-5788,http://www.arguscommunity.org,40.820432,-73.904758,1,,1,1,1,1,,,,1,,1,1,1,1,,,,1
Asian Community Alcohol Counseling,Asian American Mental Health,39-01 Main Street,Suite 508,Flushing,11354,718-445-0111,,40.760122,-73.830181,,,,,1,1,,,,,,1,1,1,1,,,,
New York Presbyterian Hospital,Opiate Treatment,503 East 70th Street,1st Floor,New York,10021,212-746-1252,http://www.nyp.org,40.7655029,-73.9542643,1,,1,1,,,1,1,1,1,1,,1,1,,1,1,,
Child Center of NY Inc,,115-15 Sutphin Boulevard,,Jamaica,11434,718-659-4000x208,http://www.childcenterny.org/,40.6845578,-73.7922357,,,,1,,1,,,,,,1,1,,,1,,,
Transitional Services for New York Inc,PROS Program,90-27 Sutphin Boulevard,5th Floor,Jamaica,11435,718-526-8400-7137,http://www.tsiny.org,40.702048,-73.808017,,,,1,,,,,,,,,1,1,1,,,,
Reality House Inc OP,,813 Astoria Boulevard,,Astoria,11102,212-281-6004,http://www.realityhouseny.org,40.76983,-73.916622,1,,1,1,,1,,1,,,,,1,1,,1,1,,
New Spirit II Inc,Outpatient Chem Dep Program,16204 South Road,,Jamaica,11433,718-291-4844,http://www.jcapprograms.org,40.699237,-73.794123,1,,1,1,1,1,,,,,,,1,1,1,,,,
North Crown Heights Family Outreach OP,,705-707 Franklin Avenue,,Brooklyn,11238,718-230-8600-101,,40.674478,-73.95658,,,1,1,,1,,,,,,,1,1,,1,,,
Saint Vincent Catholic Medical Center,Sister Mary Assisium Residence,382 Westervelt Avenue,,Staten Island,10301,718-876-1280,http://www.stvincentswestchester.org,40.638779,-74.082009,,,1,1,,,,1,,,,,1,1,,,1,,1
Metropolitan Center for Mental Health,,160 West 86th Street,,New York,10024,212-362-8755,,40.787184,-73.974453,,1,1,1,1,1,,,,,,1,1,1,1,1,,,
Metropolitan Center for Mental Health,,336 Central Park West,,New York,10025,212-864-3666,,40.790379,-73.966216,,1,1,1,1,1,,,,,,1,1,1,1,1,,,
Union Settlement Association Inc,James Weldon Johnson Counseling Center,2089 Third Avenue,,New York,10029,212-828-6144,http://www.unionsettlement.org,40.797687,-73.940216,,1,1,1,,,,,,,,1,1,1,1,1,,,
Transitional Services for New York Inc,Outpatient Services,90-27 Supthin Boulevard,5th Floor,Jamaica,11435,718-526-8400-7187,http://www.tsiny.org,40.7024353,-73.8080143,,,1,1,,1,,,,,,,1,1,1,,,,
Saint Marks Institute for Mental Hlth,DBA Unitas,57 Saint Marks Place,,New York,10003,212-982-3470,http://www.stmarksplaceinstitute,40.7283087,-73.986386,,,1,1,,1,,,,1,,1,1,1,1,1,,,
New York Therapeutic Communities Inc,,162-24 Jamaica Avenue,,Jamaica,11432,212-971-6033,http://www.staynout.org,40.704361,-73.797556,1,,1,1,1,1,,,,,,,1,1,,1,,,
Joan and Sanford I Weill Med College,Midtown Ctr for Trt and Research OP,56 West 45th Street,9th Floor,New York,10036,212-764-5178-11,http://www.midtowntreatmentcenter.org,40.756166,-73.981877,1,1,,1,1,1,,1,,1,,,1,1,1,,1,,
Flushing Hospital and Medical Center,Reflections Outpatient Program,4500 Parsons Boulevard,"1982 Building, Suite 205",Flushing,11355,718-670-5078,http://www.flushinghospital.org,40.7553285,-73.8166674,1,,1,1,,1,,,,,,,1,1,,1,,,
Bellevue Hospital Center,Detoxification Service/20 South,462 1st Avenue,,New York,10016,212-562-4623,,40.739378,-73.975625,1,,1,1,1,1,,,,,,,,1,1,1,,1,
NYC/HHC Queens Hospital Center,Behavioral Health,82-68 164th Street,Suite pavilion 412,Jamaica,11432,718-883-4027,,40.7171446,-73.8034879,,,1,1,,1,,,,,,1,1,1,1,1,,1,
New York Psychotherapy Counseling Ctr,NYPCC Queens Adult Home Clinic Trt,8020 45th Avenue,,Elmhurst,11373,718-478-2900,http://www.nypcc.org,40.741254,-73.883939,,1,1,1,,,,,,,1,,,1,1,,,,
Astor Servs for Children and Families,Highbridge Clinic,1419 Shakespeare Avenue,First Floor,Bronx,10452,718-732-7080,http://www.astorservices.org,40.842562,-73.921155,,,,1,1,1,,,,,,1,1,,,1,,,
Interfaith Medical Center Inc,Behavioral Health Services,1545 Atlantic Avenue,,Brooklyn,11213,718-613-4000x4120,http://interfaithmedical.org,40.678211,-73.937578,,1,1,1,,1,1,1,,1,,,1,1,1,,1,1,
South Beach Psychiatric Center,Baltic Street OP Clinic,250 Baltic Street,,Brooklyn,11201,718-855-3131,,40.686089,-73.994739,,,1,1,,1,,,,,,,1,1,1,1,,,
New York Psychotherapy Counseling Ctr,East NY Child Family MH Center,2857 Linden Boulevard,,Brooklyn,11208,718-235-3100,http://www.nypcc.org,40.670195,-73.858749,,,,1,,,,,,,,1,1,1,1,1,,,
South Beach Psychiatric Center,South Richmond Outpatient Clinic,777 Seaview Avenue,Building 11,Staten Island,10305,718-667-2855,,40.5819188,-74.0804776,,,1,1,,1,1,1,,1,,,1,1,1,1,1,,
Bridge,,248 West 108th Street,,New York,10025,212-663-3000,http://www.thebridgeny.org,40.8024632,-73.9670047,,,1,1,,,,,,1,1,,1,1,,,,,
Project Hospitality Inc,OP,14 Slosson Terrace,1st Floor,Staten Island,10301,718-273-8409x222,http://www.projecthospitality.org,40.6395478,-74.0762257,1,,,1,,,,,,,,,1,1,,,,,
Mount Sinai Saint Lukes Hospital,Addiction Institute OP,1000 10th Avenue,8th Floor,New York,10019,212-523-7233,http://www.childfamilyinstituteny.org,40.7697168,-73.9868805,,,,1,,1,,,,,,1,,1,,1,,,
Horizon Health Services Inc,,249 Pennsylvania Avenue,2nd and 3rd Floors,Brooklyn,11207,716-662-6802,http://www.horizon-health.org,40.6715053,-73.8954423,1,,,1,,1,,,,,,1,1,1,,1,,,
Bronx/Lebanon Hospital Center,Childrens Services,406 East 176th Street,,Bronx,10457,718-901-6888,http://www.bronx-leb.org/,40.846532,-73.901104,,1,1,1,1,1,1,,,1,,1,,,,1,,,
New Horizon Counseling Center,Wavecrest HFA Clinic,242 Beach 20th Street,,Far Rockaway,11691,718-471-0982,http://nhcc.us,40.596703,-73.753678,,,1,1,,1,,,,,,,1,1,1,1,,,
Mount Sinai Beth Israel,MMTP Clinic 1E,429 2nd Avenue,1st Floor,New York,10010,212-726-6800,,40.7391773,-73.9802061,1,,,1,,,,,,,,,1,1,,,,,
Brooklyn Center for,Psychotherapy Inc,300 Flatbush Avenue,,Brooklyn,11217,718-622-2000,http://www.bcp300.com/,40.678226,-73.973604,,1,,1,1,1,,,,,,1,1,1,1,1,,,
Montefiore Medical Center,Psychiatric Inpatient Service,111 East 210th Street,Klau 2,Bronx,10467,718-920-4736,http://www.montefiore.org,40.8801514,-73.8797647,,,1,1,,1,,,,,,1,1,1,1,1,,1,
New York Presbyterian Hospital,Weill Cornell Center Inpatient Program,525 East 68th Street,,New York,10065,212-746-5454,http://www.NYP.org\psychiatry,40.764295,-73.955296,,,1,1,1,1,,,,,,1,1,1,1,1,,1,
Institute for Community Living Inc,Central Brooklyn ACT Team,2384 Atlantic Avenue,Fourth Floor,Brooklyn,11233,718-495-0920-20607,http://iclinc.org,40.675724,-73.90581,,1,1,1,,1,,,,,,,1,1,1,1,,,
Educational Alliance Inc,Pride Site Residential Services,25 Avenue D,,New York,10009,646-395-4400x4415,http://www.edalliance.org,40.7209391,-73.9782011,1,,,1,,1,1,,,,1,,1,1,,1,,1,1
Brooklyn Hospital Center,9B Detox Unit,121 Dekalb Avenue,,Brooklyn,11201,718-250-8900,http://www.mytbh.com,40.689886,-73.977705,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,
HHC/Bellevue Hospital,CD/OP Clinic,462 1st Avenue and 27th Street,Administration Bldg 2nd Floor Room 201,New York,10016,212-562-4487,http://www.med.nyu.edu/substanceabuse,40.739396,-73.976695,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,
Jewish Board of Family/Childrens Servs,Seymour Askin Counseling Center,2020 Coney Island Avenue,,Brooklyn,11223,718-676-4280,http://www.jbfcs.com,40.6080485,-73.9623568,,,1,1,,1,1,,,,,1,1,1,1,1,,,
Alabama Clinic OTP,,480 Alabama Avenue,1st and 2nd Floor,Brooklyn,11207,718-485-3400x103,,40.6640596,-73.8970895,1,,,1,,,,,,1,,,1,1,,,,,
Community Assoc of Progressive,Dominicans Inc,3940 Broadway,Floor 2,New York,10032,212-781-5500,http://www.acdp.org/,40.8392663,-73.9406723,,,1,1,,1,,,,,,1,1,1,1,1,,,
Childrens Aid Society Inc,Dunlevy Milbank Center,14-32 West 118th Street,,New York,10026,212-369-8339,,40.802378,-73.946823,,,1,1,,1,1,,,,,1,1,,,,1,,
Lifeline Center for Child,Dev Inc,80-09 Winchester Boulevard,,Queens Village,11427,718-740-4300,http://www.LifelineCenter.org,40.73861,-73.732903,,,,1,,1,,,,,,1,,,,,,,
New Horizon Counseling Center Inc,NH Counseling/Far Rockaway Clinic,720 Beach 20th Street,Ground Floor,Far Rockaway,11691,718-327-7002,http://www.nhcc.us,40.5995,-73.75407,,1,1,1,1,1,,,,,,1,1,1,1,1,,,
Saint Josephs Hospital/Yonkers,Prospect Clinic,1480 Prospect Place,,Brooklyn,11213,718-953-2302,,40.672855,-73.927425,1,,,1,,,,1,,1,,,1,1,,,1,,
Institute for Family Health,The Center for Counseling At Frisby,2590 Frisby Avenue,Suite 104,Bronx,10461,718-239-1610,http://www.institute2000.org,40.841458,-73.844132,,,1,1,,1,1,1,,1,,1,1,1,1,1,1,,
Hazelden,Tribeca-12,283 West Broadway,,New York,10013,212-226-1114,http://hazeldenbettyford.org/tribeca,40.7208017,-74.0048389,1,,,,,1,,,,,,,1,1,,,,,
Staten Island University Hospital,Chemical Dependency Rehab Unit,375 Seguine Avenue,,Staten Island,10309,718-226-2260,http://www.siuh.edu,40.517314,-74.196872,1,,1,1,,1,1,1,1,1,1,,1,1,,1,1,1,
Resource Training Center Inc,Resource Counseling Center Inc OP,449 39th Street,2nd and 4th Floors,Brooklyn,11232,718-871-2400,http://www.ResourceCounselingNY.org,40.6519942,-74.0046772,1,,,1,,1,,,1,,,1,,1,,1,,,
Care Counseling Center LLC OP,,214 West 116th Street,,New York,10026,212-602-1400,http://www.carecounselingny.com,40.803548,-73.953302,1,,,1,,1,,,,,,,1,1,,,,,
Lenox Hill Hospital,Outpatient Center for Mental Health,210 East 64th Street,4th Floor,New York,10065,212-434-3365,http://www.northshorelij.com/find-care/locations/lenox-hill-hospital,40.764171,-73.963316,,,1,1,,1,,,,,,1,1,1,1,1,,,
Center for Urban Community Servs Inc,CUCS ACT Program,665 Pelham Parkway North,Suite 402,Bronx,10467,718-519-8326,http://www.cucs.org,40.8581009,-73.8689879,,,,1,,1,,,,,,,1,1,1,,,,
Blanton Peale Counseling Center,Blanton Peale Institute,7-9 West 30th Street,,New York,10001,212-725-7850,http://blantonpeale.org,40.746473,-73.987097,,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,,
Catholic Charities Neighborhood Servs,Rockaway Mental Health Services,1847 Mott Avenue,,Far Rockaway,11691,718-337-6800,,40.603255,-73.751432,,1,1,1,1,1,,,,,,1,1,1,1,1,,,
South Beach Psychiatric Center,Fort Hamilton Outpatient Clinic,8710 5th Avenue,,Brooklyn,11209,718-680-0006,,40.620662,-74.027132,,1,1,1,1,1,,,,,,,1,1,1,,,,
Heartshare/Saint Vincents Services,Outpatient Chemical Dependence Program,8931 161st Street,4th Floor,Jamaica,11432,(718) 206-0218,http://svs.org,40.7056,-73.799147,1,,,1,,,,,,,1,1,,1,,,,,
El Regreso Foundation Inc,Chemical Dependence Intensive Res,189-191 South 2nd Street,,Brooklyn,11211,718-534-6886,,40.7126247,-73.9599268,1,,,1,,,,1,,1,1,,1,1,,1,1,,1
Beth Israel Medical Center,Beth Israel Medical Center MSW OP,Stuyvesant Square,1-9 Nathan Perlman Place 6th Floor,New York,10003,212-420-4220-0,http://www.wehealny.org/servic,40.7336111,-73.984,1,,,,,,,,,,,,1,1,,,,1,1
NYC/HHC Metropolitan Hospital Center,Metropolitan Hospital Day Trt Prog,1900 First Avenue,,New York,10029,212-423-6262,http://www.hhc.org/,40.7848722,-73.9435224,,,1,1,,1,,,,1,,1,1,1,1,1,,1,1
Beth Israel Medical Center,MMTP Clinic 3,103 East 125th Street,8th Floor,New York,10035,212-774-3230,http://www.wehealny.org,40.8050304,-73.9384816,1,,1,1,,,,,,,1,,1,1,,,,,
PSCH/Bronx ACT Team,,2510 Westchester Avenue,Ground Level 2,Bronx,10461,718-542-5805,http://www.psch.org,40.8391849,-73.8433576,,,1,1,,1,,,,,,,1,1,1,1,,,
Jewish Board of Family/Childrens Servs,Bay Ridge Counseling Center,9201 Fourth Avenue,2nd Floor,Brooklyn,11209,718-238-6444,,40.617715,-74.036577,1,1,1,1,1,1,,,,,,1,1,1,1,1,,,
Saint Vincents Services OP 1,,56 Bay Street,1st Floor,Staten Island,10301,718-206-0218,http://www.svs.org,40.640693,-74.076035,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,,
Carlos Pagan Recovery Center CDOP,,553-561 Court Street,,Brooklyn,11231,7182467430,,40.673363,-73.9999766,1,,1,1,,,1,1,1,1,1,,1,1,,1,1,,
Project Hospitality Inc,PREP,75 Vanderbilt Avenue,4th Floor,Staten Island,10310,718-447-3293,,40.618553,-74.080001,1,,,,,,,,,,,,1,1,,,,,1
Fortune Society Inc,Treatment Services,29-76 Northern Boulevard,,Long Island City,11101,212-691-7554,http://www.fortunesociety.org,40.7502991,-73.9347724,,,1,1,,1,1,1,1,1,1,1,,1,,1,1,,
Advanced Human Services Inc,Chemical Dependency Outpatient Program,112-115 72nd Road,Basement,Forest Hills,11375,718-261-3437,http://www.advancedhumanservices.com,40.716105,-73.843092,1,,,1,,,,1,,,1,,,1,1,1,1,,
Samaritan Daytop Village Inc,Drug Free Outpatient,14410 Jamaica Avenue,,Jamaica,11435,718-206-1990,http://www.samaritanvillage.org,40.707693,-73.787273,,,,1,,1,1,1,1,1,1,1,,1,,1,1,,
Samaritan Village Inc,MTA/Residential,13020 89th Road,,Richmond Hill,11418,718-441-8913,http://www.samaritanvillage.org,40.699497,-73.820313,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,,1
Cornerstone of Medical Arts Center,Detoxification,159-05 Union Turnpike,Floors 3 and 4,Fresh Meadows,11366,718-906-6700,http://www.cornerstoneny.com,40.7207319,-73.8079032,1,,,,,,,,,,,,1,1,,,,1,
New Directions Clinic,Alcohol and Substance Abuse Outpatient,500 Atlantic Avenue,,Brooklyn,11217,718-398-0800,,40.6854811,-73.9817748,1,,1,1,,1,1,,1,1,1,,,1,,1,,,
Brooklyn Center for,Families in Crisis,1309-1311 Foster Avenue,,Brooklyn,11230,718-282-0010,,40.633668,-73.964444,1,1,1,,,1,,,,,,1,1,1,1,1,,,
NYC/HHC Queens Hospital Center,Queens Hosp Ctr Child Adolescent OPD,82-68 164 Street,P315,Jamaica,11432,718-883-2700,,40.717246,-73.80347,,1,1,1,1,1,,,,,,1,,,,,,,
Bridge Inc,Bronx ACT I Program,232 East 169th Street,,Bronx,10456,718-542-8080,http://www.thebridgeny.org,40.8355786,-73.91444,,,,1,,,1,1,,1,,,1,1,1,,1,,
Arista Center for Psychotherapy Inc,,11020 71st Road,Suite 111,Forest Hills,11375,718-793-3133,http://www.aristacenterforpsychotherapyforesthillsny.com,40.721646,-73.840377,,,1,1,,1,,,,,,1,1,1,1,1,,,
Jewish Board,Brooklyn REAL PROS,2020 Coney Island Avenue,Second Floor,Brooklyn,11223,718-676-4260,http://www.jbfcs.org,40.608036,-73.962354,,,,1,,,,,,,,1,1,1,1,,,,
League School,,567 Kingston Avenue,,Brooklyn,11203,718-498-2500,http://www.leaguetreatmentcenter.org,40.65964,-73.941894,,1,,1,1,1,,,,,,1,1,1,1,,,,
Guidance Center of,Brooklyn Heights,25 Chapel Street,Suite 903,Brooklyn,11201,718-875-7510,http://www.iclinc.net,40.6974264,-73.9859375,,,1,1,,,1,1,,1,,1,1,1,1,1,1,,
Beth Israel Medical Center,Vincent Dole Clinic,25 12th Street,2nd Floor,Brooklyn,11215,718-965-7900,,40.6718597,-73.9966844,1,,1,1,,,,,,,,,1,1,,,,,
Dynamic Youth Community Inc,OP,1830 Coney Island Avenue,,Brooklyn,11230,718-376-7923,http://www.dycinc.org,40.6128112,-73.963279,1,,,1,,1,,,,,,1,,1,,,,,
Parallax Center Inc,Ambulatory Detox and Continuing Care,145 East 32nd Street,6th Floor,New York,10016,212-779-9207,http://www.parallaxcenter.com,40.7449846446179,-73.9804221836169,1,,1,1,,1,1,1,,1,1,,1,1,,1,1,,
Montefiore Wellness Center at Waters,Next Steps North,1510 Waters Place,2nd Floor,Bronx,10461,718-597-3888,http://www.einsteinrecovery.org,40.8459411,-73.8408852,1,,,1,,1,,,,1,,,1,1,,1,,,
William A White Institute,,20 West 74th Street,,New York,10023,212-873-0725-26,http://wawhite.org,40.77778,-73.97619,,,1,,,,1,,,1,,1,1,1,1,,,,
TRI Center Inc,Chemical Dependency Trt/New York,1369 Broadway,2nd Floor,New York,10018,212- 268-8830,http://www.tricenter.com,40.7520504753143,-73.9875255803537,1,,,1,,1,1,,1,1,1,,1,1,,,,,
Hudson Guild Counseling Service,Hudson Guild Paula B Balser Csl Servs,441 West 26th Street,,New York,10001,212-760-9822,http://www.hudsonguild.org,40.749481,-74.001582,,1,1,1,1,1,,,,,,1,1,1,1,1,,,
New York Psychiatric Institute,,1051 Riverside Drive,,New York,10032,646-774-5000,,40.842406,-73.944125,,,,,1,,,,,1,,1,1,1,1,,,1,
Interfaith Medical Center,Substance Abuse Rehabilitation,1545 Atlantic Avenue,,Brooklyn,11206,718-613-4330,http://www.interfaithmedical.com,40.678221,-73.937553,1,1,1,1,1,1,,,,,,,1,1,1,,,1,
Stuyvesant Square Chem Dep Trt Prog IP,,Berstein Pavilion,10 Nathan D Perlman Place 3rd Floor,New York,10003,212-420-4220,http://www.wehealny.org/services/bi_stuysq/,40.7322535,-73.9874105,1,,1,1,,1,,,,,,,1,1,,1,,1,
Vida Family Services Inc/Outpatient,Medically Supervised Trt Prog,127 East 105th Street,,New York,10029,212-289-1004-218,http://www.vidafamilysvces.com,40.7919601,-73.9471644,1,,,1,,1,,,,,1,,1,1,,1,,,
Staten Island University Hospital,(SIUH) North Site Outpatient MH Clinic,450 Seaview Avenue,,Staten Island,10305,718-226-9000-8911,,40.584023,-74.087798,,1,1,1,,1,,,,,,,,1,1,,,,
Morris Heights Health Center,Walton Avenue,25 East 183rd Street,,Bronx,10453,718-839-8900-3333,http://www.mhhc.org,40.858653,-73.902921,,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,
NYC H and H/Bellevue Hospital,Opiate Treatment Program,462 1st Avenue and 27th Street,"Administration Building, Room A-438",New York,10016,212-562-3201,,40.7393956,-73.9766952,1,,1,1,,1,,,,,,,1,1,,1,,,
New York Therapeutic Communities Inc,,162-24 Jamaica Avenue,,Jamaica,11432,212-971-6033,http://www.staynout.org,40.704361,-73.797556,1,,1,1,1,1,,,,,,,1,1,,1,,,
Jacobi Medical Center (HHC),Jacobi Amb Care Pavillion OP,1400 Pelham Parkway South,Building 1 Floor 9W2,Bronx,10461,718-918-4465,http://www.nbhm.net,40.8559089,-73.8459297,1,,,,,,,,,,,,1,1,,,,1,1
Bridging Access to Care Inc,CD OP,2261 Church Avenue,,Brooklyn,11226,347-505-5182,http://www.bac-ny.org,40.6508899,-73.9568029,1,,1,1,,1,1,1,1,1,1,,1,1,,1,1,,
Lincoln Medical Center,Lincoln Recovery Center,545 East 142nd Street,,Bronx,10454,718-579-4004-4061,,40.810161,-73.915898,1,,1,1,,1,1,1,1,1,1,,1,1,,1,1,,
Montefiore Medical Center,North Division/Inpatient Psych Unit,600 East 233rd Street,7 South,Bronx,10466,718-920-9826,http://www.montefiore.org,40.893753,-73.861124,1,1,1,1,1,1,,,,,,,1,1,1,1,,1,
Jewish Board of Family/Children Servs,Coney Island REAL PROS,2928 West 36th Street,,Brooklyn,11224,718-372-3300,http://jbfcs.org,40.5742381,-74.0019493,,,1,1,,,,,,,,1,1,1,1,,,,
Long Island Jewish Medical Center,Methadone Maintenance Trt Program,7559 263rd Street,Littauer Building 1st Floor,Glen Oaks,11004,718-470-8940,,40.749841,-73.711872,,,,1,,,,,,,,,1,1,,,,,
Saint Johns Episcopal Hospital,South Shore Division,521 Beach 20th Street,,Far Rockaway,11691,718-869-8822-241,http://www.ehs.org,40.600232,-73.753904,,,1,1,,1,,1,,,,1,1,1,1,,1,,
NYC/H H Woodhull Medical MH Ctr,,760 Broadway,,Brooklyn,11206,718-963-8000,,40.6995274,-73.9424207,,,1,1,,1,,,,,,1,1,1,1,1,,1,
Saint Marks Residence,,839 Saint Marks Avenue,,Brooklyn,11213,718-778-2117-49001,http://www.iclinc.org,40.6752,-73.944065,,,1,1,,,1,1,,1,,,1,1,1,1,1,,1
Coalition for Hispanic Family Services,Bonding Links Enlazos Familiares MHC,315 Wyckoff Avenue,Suite 6,Brooklyn,11237,718-497-6090-362,http://www.hispanicfamilyservicesny.org/,40.7002413,-73.9117321,,,,1,,,1,,,,,1,,,,,,,
Samaritan Daytop Village Inc IR,Ed Thompson Veterans Center,130-15 89th Road,,Richmond Hill,11418,718-849-3582x8850,http://www.samaritanvillage.org,40.699896,-73.820517,1,,1,1,,1,,1,,,,,1,1,,1,1,,1
Beth Israel Medical Center Stuyvesant,Square CD Treatment Program OP R,Bernstein Pavillion 6th Floor,1-9 Nathan D Pearlman,New York,10003,212-420-4220,http://www.wehealny.org/servic,40.7322535,-73.9874105,1,,,,,,1,,,,1,,1,1,,,,,1
Ackerman Institute for the Family,,936 Broadway,Floor 2,New York,10010,212-879-4900-122,http://www.ackerman.org/,40.740341,-73.989195,,1,,1,1,1,1,,,1,,1,1,1,1,,,,
